1,-2.0399,-1.5835,-1.5213,-1.3893,-1.604,-1.2508
1,-1.6901,-1.4298,-1.5246,-1.3296,-1.6659,1.1278
1,-1.7163,-1.3792,-1.3123,-1.1468,-1.4929,0.20037
1,-1.6044,-1.7259,-1.6988,-1.5447,-1.732,0.37925
1,-1.6183,-1.7229,-1.8174,-1.696,-1.8498,-0.75019
1,-1.7851,-1.6574,-1.4549,-1.3691,-1.7191,-0.46774
1,-1.3831,-1.3077,-1.2195,-1.0751,-0.81695,1.1999
1,-1.477,-1.2822,-1.4183,-1.2741,-1.5412,0.14384
1,-1.4974,-1.4156,-1.3524,-1.2773,-1.4385,0.94722
1,-1.7124,-1.3594,-1.5349,-1.3143,-1.8616,-0.44078
1,-1.3832,-1.2659,-1.42,-1.2082,-1.6298,-0.39426
1,-1.6242,-1.5268,-1.3995,-1.2737,-1.4894,-0.46825
1,-1.8896,-1.7404,-1.526,-1.4006,-1.7167,2.2471
1,-1.8671,-1.4306,-1.5925,-1.4344,-1.8273,-0.46056
1,-2.1587,-1.9009,-2.0349,-2.0226,-2.0932,0.83028
1,-1.7071,-1.7409,-1.6115,-1.4302,-1.7701,1.77
1,-1.4435,-1.3366,-1.2828,-1.1428,-1.2344,1.6151
1,-1.5699,-1.4509,-1.4195,-1.3024,-1.4438,-1.06
1,-1.3882,-1.2962,-1.3799,-1.2618,-1.6226,1.1278
1,-1.3513,-1.2526,-1.2882,-1.2385,-1.5727,2.1227
1,-1.3328,-1.2204,-1.1383,-1.0636,-0.813,0.20037
1,-1.48,-1.5924,-1.5549,-1.4843,-1.6093,-0.48723
1,-1.5119,-1.5181,-1.6716,-1.6525,-1.9038,-1.0114
1,-1.0011,-1.103,-1.0391,-1.014,-0.71465,0.62292
1,-1.1605,-1.1183,-1.3429,-1.2157,-1.4656,0.042427
1,-1.297,-1.109,-1.4386,-1.2709,-1.6017,-0.46951
1,-1.6367,-1.3581,-1.4201,-1.3056,-1.3271,-0.074729
1,-1.768,-1.6538,-1.59,-1.4633,-1.7838,2.2471
1,-1.6453,-1.269,-1.5368,-1.4339,-1.8852,-0.50322
1,-2.1276,-1.8016,-1.9437,-1.8727,-2.1166,0.83028
1,-1.4346,-1.593,-1.5448,-1.4533,-1.8571,1.77
1,-1.2844,-1.2288,-1.2088,-1.1125,-1.2246,1.2483
1,-1.6883,-1.493,-1.2863,-1.2055,-1.4313,-0.94097
1,-1.5138,-1.3654,-1.2697,-1.1755,-1.5905,1.1278
1,-1.3333,-1.2729,-1.2306,-1.1352,-1.3694,2.1227
1,-1.3434,-1.1826,-1.1,-0.94707,-0.86117,0.20035
1,-1.5685,-1.4967,-1.4639,-1.351,-1.4164,0.40277
1,-1.8209,-1.608,-1.6226,-1.6366,-1.6653,-0.94219
1,-1.1017,-1.1033,-1.0687,-0.89937,-0.57834,-0.76099
1,-1.3295,-1.1224,-1.1061,-0.97139,-1.5272,0.021266
1,-1.3796,-1.2779,-1.2413,-1.1605,-1.4503,1.235
1,-1.5396,-1.0886,-1.3487,-1.2556,-1.8414,-0.44078
1,-1.3585,-1.0661,-1.138,-0.96522,-1.5566,1.4475
1,-1.8033,-1.4886,-1.254,-1.1201,-1.1964,0.86977
1,-1.7369,-1.6996,-1.4676,-1.3232,-1.5437,2.2471
1,-1.533,-1.2015,-1.468,-1.3544,-1.8465,-1.4714
1,-2.1575,-1.8581,-1.9518,-1.8944,-2.0664,0.83028
1,-1.6307,-1.5981,-1.5308,-1.358,-1.7465,1.77
1,-1.2068,-1.2197,-1.2234,-1.0437,-1.1958,0.83372
3,-1.771,-1.5402,-1.5584,-1.4599,-1.508,-0.77009
3,-1.7278,-1.3199,-1.4933,-1.4369,-1.662,1.1278
3,-1.702,-1.2379,-1.4298,-1.3908,-1.5589,2.1227
3,-1.3542,-1.2798,-1.2985,-1.1749,-1.2957,0.20037
3,-1.9931,-1.6337,-1.654,-1.5719,-1.6249,0.059552
3,-1.8605,-1.704,-1.762,-1.7968,-1.8307,-0.94232
3,-1.7194,-1.5167,-1.573,-1.4867,-1.6973,-0.69698
3,-1.436,-1.1654,-1.2499,-1.0741,-0.52315,-0.55208
3,-1.3698,-1.094,-1.3823,-1.2793,-1.4774,0.12334
3,-1.5879,-1.0765,-1.3782,-1.2926,-1.4625,1.139
3,-1.9317,-0.97745,-1.5757,-1.4466,-1.8968,-0.44078
3,-1.5561,-0.99972,-1.4275,-1.247,-1.6356,0.48137
3,-1.3233,-1.4363,-1.3289,-1.2533,-1.3092,0.58932
3,-1.6264,-1.5124,-1.5453,-1.4105,-1.5388,2.2471
3,-1.7468,-1.1447,-1.6727,-1.4866,-1.8199,-1.1193
3,-1.1992,-1.287,-1.6371,-1.6635,-1.917,0.83028
3,-2.0236,-1.6504,-1.6326,-1.4439,-1.8249,1.77
3,-1.5982,-1.178,-1.3292,-1.2419,-1.0542,0.84034
2,-1.8518,-1.8322,-1.4823,-1.4357,-1.6905,-1.2638
2,-1.7844,-1.7385,-1.4737,-1.4339,-1.6841,1.1278
2,-1.7015,-1.7252,-1.467,-1.4034,-1.6503,2.1227
2,-1.6714,-1.6574,-1.4277,-1.2982,-1.4846,0.20037
2,-2.1395,-1.9818,-1.7432,-1.6381,-1.7784,0.44921
2,-2.0096,-1.955,-1.8517,-1.8828,-1.9553,-0.69635
2,-1.7433,-1.6345,-1.4053,-1.2097,-0.49046,0.37823
2,-1.875,-1.6526,-1.4126,-1.3709,-1.661,-0.012796
2,-1.9443,-1.7458,-1.455,-1.4399,-1.6119,1.2208
2,-1.7954,-1.668,-1.4737,-1.4992,-1.906,-0.44078
2,-1.8775,-1.5932,-1.4193,-1.3776,-1.7435,0.56815
2,-1.8354,-1.6973,-1.4767,-1.3671,-1.4846,1.3018
2,-1.97,-1.9268,-1.6537,-1.519,-1.8123,2.2471
